road,hour,traffic
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,0.0%
putty road southbound,09:30,12.82051282051282%
Newcastle Street Eastbound,09:30,34%
Newcastle Street Eastbound,09:30,0.0%
Newcastle Street Eastbound,09:30,0.0%
Newcastle Street Eastbound,09:30,25.86206896551724%
Newcastle Street Westbound,09:30,41%
Newcastle Street Westbound,09:30,0.0%
Newcastle Street Westbound,09:30,0.0%
Newcastle Street Westbound,09:30,0.0%
Appin Road 7750 Northbound,09:30,21%
Appin Road 7750 Northbound,09:30,0%
Appin Road 7750 Northbound,09:30,0%
Appin Road 7750 Northbound,09:30,0%
Appin Road 7750 Northbound,09:30,0%
Appin Road 7750 Northbound,09:30,0%
Appin Road 7750 Northbound,09:30,0%
Appin Road 7750 Northbound,09:30,0%
Appin Road 7750 Northbound,09:30,0%
Appin Road 7750 Northbound,09:30,0%
Appin Road 7750 Northbound,09:30,0%
Appin Road 7750 Northbound,09:30,0%
Appin Road 7750 Northbound,09:30,0%
Appin Road 7750 Northbound,09:30,6.349206349206349%
Appin Road 7750 Northbound,09:30,6.349206349206349%
Appin Road 7750 Northbound,09:30,6.349206349206349%
Appin Road 7750 Northbound,09:30,6.349206349206349%
Appin Road 7750 Northbound,09:30,0.0%
Appin Road 7750 Northbound,09:30,0.0%
Appin Road 7750 Northbound,09:30,0.0%
Appin Road 7750 Northbound,09:30,0.0%
Appin Road 7750 Northbound,09:30,0.0%
Appin Road 7750 Northbound,09:30,0.0%
Appin Road 7750 Northbound,09:30,0.0%
Appin Road 7750 Northbound,09:30,27.536231884057973%
Appin Road 7750 Northbound,09:30,0.0%
Appin Road 7750 Northbound,09:30,0.0%
Appin Road 7750 Northbound,09:30,0.0%
Appin Road 7750 Northbound,09:30,0.0%
Appin Road 7750 Northbound,09:30,0.0%
Appin Road 7750 Northbound,09:30,0.0%
Appin Road 7750 Northbound,09:30,0.0%
Appin Road 7750 Northbound,09:30,0.0%
Appin Road 7750 Northbound,09:30,0.0%
Appin Road 7750 Northbound,09:30,0.0%
Appin Road 7750 Northbound,09:30,0.0%
Appin Road 7750 Northbound,09:30,0.0%
Appin Road 7750 Northbound,09:30,0.0%
Appin Road 7750 Northbound,09:30,0.0%
Appin Road 7750 Northbound,09:30,0.0%
Appin Road 7750 Northbound,09:30,0.0%
Appin Road 7750 Northbound,09:30,0.0%
Appin Road 7750 Northbound,09:30,0.0%
Appin Road 7750 Northbound,09:30,0.0%
Appin Road 7750 Northbound,09:30,0.0%
Appin Road 7750 Northbound,09:30,0.0%
Appin Road 7750 Northbound,09:30,0.0%
Appin Road 7750 Northbound,09:30,0.0%
Appin Road 7750 Northbound,09:30,0.0%
Appin Road 7750 Northbound,09:30,0.0%
Appin Road 7750 Northbound,09:30,0.0%
Appin Road 7750 Northbound,09:30,0.0%
Appin Road 7750 Southbound,09:30,0%
Appin Road 7750 Southbound,09:30,0%
Appin Road 7750 Southbound,09:30,0%
Appin Road 7750 Southbound,09:30,0%
Appin Road 7750 Southbound,09:30,0%
Appin Road 7750 Southbound,09:30,0%
Appin Road 7750 Southbound,09:30,0%
Appin Road 7750 Southbound,09:30,0%
Appin Road 7750 Southbound,09:30,0%
Appin Road 7750 Southbound,09:30,0%
Appin Road 7750 Southbound,09:30,0%
Appin Road 7750 Southbound,09:30,21%
Appin Road 7750 Southbound,09:30,0.0%
Appin Road 7750 Southbound,09:30,0.0%
Appin Road 7750 Southbound,09:30,0.0%
Appin Road 7750 Southbound,09:30,0.0%
Appin Road 7750 Southbound,09:30,0.0%
Appin Road 7750 Southbound,09:30,0.0%
Appin Road 7750 Southbound,09:30,0.0%
Appin Road 7750 Southbound,09:30,0.0%
Appin Road 7750 Southbound,09:30,0.0%
Appin Road 7750 Southbound,09:30,0.0%
Appin Road 7750 Southbound,09:30,0.0%
Appin Road 7750 Southbound,09:30,6.349206349206349%
Appin Road 7750 Southbound,09:30,0.0%
Appin Road 7750 Southbound,09:30,0.0%
Appin Road 7750 Southbound,09:30,0.0%
Appin Road 7750 Southbound,09:30,0.0%
Appin Road 7750 Southbound,09:30,0.0%
Appin Road 7750 Southbound,09:30,0.0%
Appin Road 7750 Southbound,09:30,0.0%
Appin Road 7750 Southbound,09:30,0.0%
Appin Road 7750 Southbound,09:30,0.0%
Appin Road 7750 Southbound,09:30,0.0%
Appin Road 7750 Southbound,09:30,0.0%
Appin Road 7750 Southbound,09:30,0.0%
Appin Road 7750 Southbound,09:30,0.0%
Appin Road 7750 Southbound,09:30,13.559322033898304%
Appin Road 7750 Southbound,09:30,0.0%
Appin Road 7750 Southbound,09:30,0.0%
Appin Road 7750 Southbound,09:30,0.0%
Appin Road 7750 Southbound,09:30,0.0%
Appin Road 7750 Southbound,09:30,0.0%
Appin Road 7750 Southbound,09:30,0.0%
Appin Road 7750 Southbound,09:30,0.0%
Appin Road 7750 Southbound,09:30,0.0%
Appin Road 7750 Southbound,09:30,0.0%
Appin Road 7750 Southbound,09:30,0.0%
Appin Road 7759 Northbound,09:30,0%
Appin Road 7759 Northbound,09:30,0%
Appin Road 7759 Northbound,09:30,0%
Appin Road 7759 Northbound,09:30,0%
Appin Road 7759 Northbound,09:30,0%
Appin Road 7759 Northbound,09:30,0%
Appin Road 7759 Northbound,09:30,0%
Appin Road 7759 Northbound,09:30,0%
Appin Road 7759 Northbound,09:30,0%
Appin Road 7759 Northbound,09:30,0%
Appin Road 7759 Northbound,09:30,0%
Appin Road 7759 Northbound,09:30,0.0%
Appin Road 7759 Northbound,09:30,0.0%
Appin Road 7759 Northbound,09:30,0.0%
Appin Road 7759 Northbound,09:30,0.0%
Appin Road 7759 Northbound,09:30,0.0%
Appin Road 7759 Northbound,09:30,0.0%
Appin Road 7759 Northbound,09:30,0.0%
Appin Road 7759 Northbound,09:30,0.0%
Appin Road 7759 Northbound,09:30,0.0%
Appin Road 7759 Northbound,09:30,0.0%
Appin Road 7759 Northbound,09:30,0.0%
Appin Road 7759 Northbound,09:30,0.0%
Appin Road 7759 Northbound,09:30,0.0%
Appin Road 7759 Northbound,09:30,0.0%
Appin Road 7759 Northbound,09:30,0.0%
Appin Road 7759 Northbound,09:30,0.0%
Appin Road 7759 Northbound,09:30,0.0%
Appin Road 7759 Northbound,09:30,0.0%
Appin Road 7759 Northbound,09:30,0.0%
Appin Road 7759 Northbound,09:30,0.0%
Appin Road 7759 Northbound,09:30,0.0%
Appin Road 7759 Northbound,09:30,0.0%
Appin Road 7759 Northbound,09:30,0.0%
Appin Road 7759 Northbound,09:30,0.0%
Appin Road 7759 Northbound,09:30,0.0%
Appin Road 7759 Northbound,09:30,0.0%
Appin Road 7759 Northbound,09:30,0.0%
Appin Road 7759 Northbound,09:30,0.0%
Appin Road 7759 Northbound,09:30,0.0%
Appin Road 7759 Northbound,09:30,0.0%
Appin Road 7759 Northbound,09:30,0.0%
Appin Road 7759 Northbound,09:30,0.0%
Appin Road 7759 Northbound,09:30,0.0%
Appin Road 7759 Southbound,09:30,0%
Appin Road 7759 Southbound,09:30,0%
Appin Road 7759 Southbound,09:30,0%
Appin Road 7759 Southbound,09:30,0%
Appin Road 7759 Southbound,09:30,0%
Appin Road 7759 Southbound,09:30,0%
Appin Road 7759 Southbound,09:30,0%
Appin Road 7759 Southbound,09:30,0%
Appin Road 7759 Southbound,09:30,0%
Appin Road 7759 Southbound,09:30,0%
Appin Road 7759 Southbound,09:30,0%
Appin Road 7759 Southbound,09:30,0.0%
Appin Road 7759 Southbound,09:30,0.0%
Appin Road 7759 Southbound,09:30,0.0%
Appin Road 7759 Southbound,09:30,0.0%
Appin Road 7759 Southbound,09:30,0.0%
Appin Road 7759 Southbound,09:30,0.0%
Appin Road 7759 Southbound,09:30,0.0%
Appin Road 7759 Southbound,09:30,0.0%
Appin Road 7759 Southbound,09:30,0.0%
Appin Road 7759 Southbound,09:30,0.0%
Appin Road 7759 Southbound,09:30,0.0%
Appin Road 7759 Southbound,09:30,0.0%
Appin Road 7759 Southbound,09:30,0.0%
Appin Road 7759 Southbound,09:30,0.0%
Appin Road 7759 Southbound,09:30,0.0%
Appin Road 7759 Southbound,09:30,0.0%
Appin Road 7759 Southbound,09:30,0.0%
Appin Road 7759 Southbound,09:30,0.0%
Appin Road 7759 Southbound,09:30,0.0%
Appin Road 7759 Southbound,09:30,0.0%
Appin Road 7759 Southbound,09:30,0.0%
Appin Road 7759 Southbound,09:30,0.0%
Appin Road 7759 Southbound,09:30,0.0%
Appin Road 7759 Southbound,09:30,0.0%
Appin Road 7759 Southbound,09:30,0.0%
Appin Road 7759 Southbound,09:30,0.0%
Appin Road 7759 Southbound,09:30,0.0%
Appin Road 7759 Southbound,09:30,0.0%
Appin Road 7759 Southbound,09:30,0.0%
Appin Road 7759 Southbound,09:30,0.0%
Appin Road 7759 Southbound,09:30,0.0%
Appin Road 7759 Southbound,09:30,0.0%
Appin Road 7759 Southbound,09:30,0.0%
Pennant Hills Northbound,09:30,33%
Pennant Hills Northbound,09:30,49%
Pennant Hills Northbound,09:30,50%
Pennant Hills Northbound,09:30,30%
Pennant Hills Northbound,09:30,34%
Pennant Hills Northbound,09:30,0%
Pennant Hills Northbound,09:30,44%
Pennant Hills Northbound,09:30,0%
Pennant Hills Northbound,09:30,0%
Pennant Hills Northbound,09:30,40%
Pennant Hills Northbound,09:30,0%
Pennant Hills Northbound,09:30,21%
Pennant Hills Northbound,09:30,0%
Pennant Hills Northbound,09:30,32%
Pennant Hills Northbound,09:30,0.0%
Pennant Hills Northbound,09:30,0.0%
Pennant Hills Northbound,09:30,0.0%
Pennant Hills Northbound,09:30,16.07142857142857%
Pennant Hills Northbound,09:30,60.526315789473685%
Pennant Hills Northbound,09:30,46.51162790697675%
Pennant Hills Northbound,09:30,39.53488372093024%
Pennant Hills Northbound,09:30,40.54054054054054%
Pennant Hills Northbound,09:30,0.0%
Pennant Hills Northbound,09:30,11.111111111111116%
Pennant Hills Northbound,09:30,0.0%
Pennant Hills Northbound,09:30,0.0%
Pennant Hills Northbound,09:30,0.0%
Pennant Hills Northbound,09:30,0.0%
Pennant Hills Northbound,09:30,22.0%
Pennant Hills Northbound,09:30,0.0%
Pennant Hills Northbound,09:30,0.0%
Pennant Hills Northbound,09:30,0.0%
Pennant Hills Northbound,09:30,41.02564102564102%
Pennant Hills Northbound,09:30,41.860465116279066%
Pennant Hills Northbound,09:30,20.93023255813954%
Pennant Hills Northbound,09:30,33.333333333333336%
Pennant Hills Northbound,09:30,0.0%
Pennant Hills Northbound,09:30,27.77777777777778%
Pennant Hills Northbound,09:30,33.333333333333336%
Pennant Hills Northbound,09:30,0.0%
Pennant Hills Northbound,09:30,0.0%
Pennant Hills Northbound,09:30,0.0%
Pennant Hills Northbound,09:30,0.0%
Pennant Hills Northbound,09:30,0.0%
Pennant Hills Northbound,09:30,18.181818181818176%
Pennant Hills Northbound,09:30,50.0%
Pennant Hills Northbound,09:30,74.35897435897436%
Pennant Hills Northbound,09:30,0.0%
Pennant Hills Northbound,09:30,64.28571428571428%
Pennant Hills Northbound,09:30,52.77777777777778%
Pennant Hills Northbound,09:30,0.0%
Pennant Hills Northbound,09:30,20.75471698113207%
Pennant Hills Northbound,09:30,21.42857142857143%
Pennant Hills Northbound,09:30,0.0%
Pennant Hills Northbound,09:30,0.0%
Pennant Hills Northbound,09:30,0.0%
Pennant Hills Southbound,09:30,0%
Pennant Hills Southbound,09:30,47%
Pennant Hills Southbound,09:30,40%
Pennant Hills Southbound,09:30,0%
Pennant Hills Southbound,09:30,0%
Pennant Hills Southbound,09:30,0%
Pennant Hills Southbound,09:30,38%
Pennant Hills Southbound,09:30,0%
Pennant Hills Southbound,09:30,43%
Pennant Hills Southbound,09:30,0%
Pennant Hills Southbound,09:30,33%
Pennant Hills Southbound,09:30,25%
Pennant Hills Southbound,09:30,24%
Pennant Hills Southbound,09:30,0.0%
Pennant Hills Southbound,09:30,0.0%
Pennant Hills Southbound,09:30,25.49019607843137%
Pennant Hills Southbound,09:30,0.0%
Pennant Hills Southbound,09:30,0.0%
Pennant Hills Southbound,09:30,0.0%
Pennant Hills Southbound,09:30,34.14634146341463%
Pennant Hills Southbound,09:30,30.434782608695656%
Pennant Hills Southbound,09:30,60.526315789473685%
Pennant Hills Southbound,09:30,0.0%
Pennant Hills Southbound,09:30,16.07142857142857%
Pennant Hills Southbound,09:30,29.09090909090909%
Pennant Hills Southbound,09:30,21.62162162162162%
Pennant Hills Southbound,09:30,0.0%
Pennant Hills Southbound,09:30,47.540983606557376%
Pennant Hills Southbound,09:30,63.46153846153846%
Pennant Hills Southbound,09:30,33.333333333333336%
Pennant Hills Southbound,09:30,0.0%
Pennant Hills Southbound,09:30,0.0%
Pennant Hills Southbound,09:30,0.0%
Pennant Hills Southbound,09:30,51.11111111111111%
Pennant Hills Southbound,09:30,35.89743589743589%
Pennant Hills Southbound,09:30,0.0%
Pennant Hills Southbound,09:30,0.0%
Pennant Hills Southbound,09:30,36.36363636363637%
Pennant Hills Southbound,09:30,0.0%
Pennant Hills Southbound,09:30,0.0%
Pennant Hills Southbound,09:30,50.81967213114754%
Pennant Hills Southbound,09:30,51.92307692307692%
Pennant Hills Southbound,09:30,0.0%
Pennant Hills Southbound,09:30,0.0%
Pennant Hills Southbound,09:30,0.0%
Pennant Hills Southbound,09:30,0.0%
Pennant Hills Southbound,09:30,0.0%
Pennant Hills Southbound,09:30,76.31578947368422%
Pennant Hills Southbound,09:30,12.5%
Pennant Hills Southbound,09:30,50.0%
Pennant Hills Southbound,09:30,47.27272727272728%
Pennant Hills Southbound,09:30,0.0%
Pennant Hills Eastbound,09:30,0%
Pennant Hills Eastbound,09:30,0%
Pennant Hills Eastbound,09:30,0%
Pennant Hills Eastbound,09:30,0%
Pennant Hills Eastbound,09:30,42%
Pennant Hills Eastbound,09:30,0%
Pennant Hills Eastbound,09:30,0%
Pennant Hills Eastbound,09:30,20%
Pennant Hills Eastbound,09:30,25%
Pennant Hills Eastbound,09:30,33%
Pennant Hills Eastbound,09:30,0.0%
Pennant Hills Eastbound,09:30,24.561403508771928%
Pennant Hills Eastbound,09:30,0.0%
Pennant Hills Eastbound,09:30,0.0%
Pennant Hills Eastbound,09:30,31.48148148148148%
Pennant Hills Eastbound,09:30,0.0%
Pennant Hills Eastbound,09:30,42.5925925925926%
Pennant Hills Eastbound,09:30,60.0%
Pennant Hills Eastbound,09:30,0.0%
Pennant Hills Eastbound,09:30,47.05882352941176%
Pennant Hills Eastbound,09:30,24.0%
Pennant Hills Eastbound,09:30,0.0%
Pennant Hills Eastbound,09:30,13.793103448275868%
Pennant Hills Eastbound,09:30,13.793103448275868%
Pennant Hills Eastbound,09:30,24.07407407407407%
Pennant Hills Eastbound,09:30,0.0%
Pennant Hills Eastbound,09:30,37.735849056603776%
Pennant Hills Eastbound,09:30,72.72727272727273%
Pennant Hills Eastbound,09:30,0.0%
Pennant Hills Eastbound,09:30,48.48484848484848%
Pennant Hills Eastbound,09:30,0.0%
Pennant Hills Eastbound,09:30,0.0%
Pennant Hills Eastbound,09:30,0.0%
Pennant Hills Eastbound,09:30,0.0%
Pennant Hills Eastbound,09:30,0.0%
Pennant Hills Eastbound,09:30,0.0%
Pennant Hills Eastbound,09:30,32.07547169811321%
Pennant Hills Eastbound,09:30,40.74074074074075%
Pennant Hills Eastbound,09:30,0.0%
Pennant Hills Eastbound,09:30,54.54545454545454%
Pennant Hills Westbound,09:30,25%
Pennant Hills Westbound,09:30,0%
Pennant Hills Westbound,09:30,0%
Pennant Hills Westbound,09:30,0%
Pennant Hills Westbound,09:30,33%
Pennant Hills Westbound,09:30,0%
Pennant Hills Westbound,09:30,0%
Pennant Hills Westbound,09:30,0%
Pennant Hills Westbound,09:30,0%
Pennant Hills Westbound,09:30,24.52830188679245%
Pennant Hills Westbound,09:30,17.460317460317466%
Pennant Hills Westbound,09:30,0.0%
Pennant Hills Westbound,09:30,20.0%
Pennant Hills Westbound,09:30,29.411764705882348%
Pennant Hills Westbound,09:30,15.789473684210533%
Pennant Hills Westbound,09:30,15.789473684210533%
Pennant Hills Westbound,09:30,0.0%
Pennant Hills Westbound,09:30,0.0%
Pennant Hills Westbound,09:30,37.03703703703704%
Pennant Hills Westbound,09:30,0.0%
Pennant Hills Westbound,09:30,0.0%
Pennant Hills Westbound,09:30,20.0%
Pennant Hills Westbound,09:30,58.00000000000001%
Pennant Hills Westbound,09:30,21.052631578947366%
Pennant Hills Westbound,09:30,21.052631578947366%
Pennant Hills Westbound,09:30,33.333333333333336%
Pennant Hills Westbound,09:30,36.36363636363637%
Pennant Hills Westbound,09:30,0.0%
Pennant Hills Westbound,09:30,0.0%
Pennant Hills Westbound,09:30,0.0%
Pennant Hills Westbound,09:30,0.0%
Pennant Hills Westbound,09:30,62.0%
Pennant Hills Westbound,09:30,0.0%
Pennant Hills Westbound,09:30,0.0%
Pennant Hills Westbound,09:30,0.0%
Pennant Hills Westbound,09:30,0.0%
Elizabeth Drive2 Westbound,09:30,0%
Elizabeth Drive2 Westbound,09:30,0%
Elizabeth Drive2 Westbound,09:30,0%
Elizabeth Drive2 Westbound,09:30,43%
Elizabeth Drive2 Westbound,09:30,0%
Elizabeth Drive2 Westbound,09:30,33%
Elizabeth Drive2 Westbound,09:30,0%
Elizabeth Drive2 Westbound,09:30,0%
Elizabeth Drive2 Westbound,09:30,26%
Elizabeth Drive2 Westbound,09:30,0.0%
Elizabeth Drive2 Westbound,09:30,0.0%
Elizabeth Drive2 Westbound,09:30,0.0%
Elizabeth Drive2 Westbound,09:30,0.0%
Elizabeth Drive2 Westbound,09:30,0.0%
Elizabeth Drive2 Westbound,09:30,0.0%
Elizabeth Drive2 Westbound,09:30,22.22222222222222%
Elizabeth Drive2 Westbound,09:30,0.0%
Elizabeth Drive2 Westbound,09:30,0.0%
Elizabeth Drive2 Westbound,09:30,0.0%
Elizabeth Drive2 Westbound,09:30,25.92592592592593%
Elizabeth Drive2 Westbound,09:30,36.0%
Elizabeth Drive2 Westbound,09:30,0.0%
Elizabeth Drive2 Westbound,09:30,0.0%
Elizabeth Drive2 Westbound,09:30,0.0%
Elizabeth Drive2 Westbound,09:30,21.276595744680847%
Elizabeth Drive2 Westbound,09:30,0.0%
Elizabeth Drive2 Westbound,09:30,19.298245614035093%
Elizabeth Drive2 Westbound,09:30,0.0%
Elizabeth Drive2 Westbound,09:30,22.22222222222222%
Elizabeth Drive2 Westbound,09:30,24.489795918367356%
Elizabeth Drive2 Westbound,09:30,54.761904761904766%
Elizabeth Drive2 Westbound,09:30,0.0%
Elizabeth Drive2 Westbound,09:30,0.0%
Elizabeth Drive2 Westbound,09:30,36.17021276595744%
Elizabeth Drive2 Westbound,09:30,0.0%
Elizabeth Drive2 Westbound,09:30,0.0%
Elizabeth Drive2 Eastbound,09:30,0%
Elizabeth Drive2 Eastbound,09:30,0%
Elizabeth Drive2 Eastbound,09:30,0%
Elizabeth Drive2 Eastbound,09:30,29%
Elizabeth Drive2 Eastbound,09:30,0%
Elizabeth Drive2 Eastbound,09:30,0%
Elizabeth Drive2 Eastbound,09:30,43%
Elizabeth Drive2 Eastbound,09:30,0%
Elizabeth Drive2 Eastbound,09:30,0%
Elizabeth Drive2 Eastbound,09:30,36%
Elizabeth Drive2 Eastbound,09:30,20.33898305084746%
Elizabeth Drive2 Eastbound,09:30,20.33898305084746%
Elizabeth Drive2 Eastbound,09:30,0.0%
Elizabeth Drive2 Eastbound,09:30,0.0%
Elizabeth Drive2 Eastbound,09:30,0.0%
Elizabeth Drive2 Eastbound,09:30,0.0%
Elizabeth Drive2 Eastbound,09:30,0.0%
Elizabeth Drive2 Eastbound,09:30,0.0%
Elizabeth Drive2 Eastbound,09:30,0.0%
Elizabeth Drive2 Eastbound,09:30,43.99999999999999%
Elizabeth Drive2 Eastbound,09:30,0.0%
Elizabeth Drive2 Eastbound,09:30,0.0%
Elizabeth Drive2 Eastbound,09:30,0.0%
Elizabeth Drive2 Eastbound,09:30,27.6595744680851%
Elizabeth Drive2 Eastbound,09:30,0.0%
Elizabeth Drive2 Eastbound,09:30,0.0%
Elizabeth Drive2 Eastbound,09:30,0.0%
Elizabeth Drive2 Eastbound,09:30,0.0%
Elizabeth Drive2 Eastbound,09:30,0.0%
Elizabeth Drive2 Eastbound,09:30,53.84615384615385%
Elizabeth Drive2 Eastbound,09:30,0.0%
Elizabeth Drive2 Eastbound,09:30,0.0%
Elizabeth Drive2 Eastbound,09:30,0.0%
Elizabeth Drive2 Eastbound,09:30,0.0%
Elizabeth Drive2 Eastbound,09:30,20.0%
Elizabeth Drive2 Eastbound,09:30,0.0%
Elizabeth Drive2 Eastbound,09:30,54.761904761904766%
Elizabeth Drive2 Eastbound,09:30,0.0%
Elizabeth Drive2 Eastbound,09:30,0.0%
Elizabeth Drive2 Eastbound,09:30,62.96296296296296%
Elizabeth Drive Westbound,09:30,0%
Elizabeth Drive Westbound,09:30,0%
Elizabeth Drive Westbound,09:30,31%
Elizabeth Drive Westbound,09:30,0%
Elizabeth Drive Westbound,09:30,0%
Elizabeth Drive Westbound,09:30,0%
Elizabeth Drive Westbound,09:30,0%
Elizabeth Drive Westbound,09:30,0%
Elizabeth Drive Westbound,09:30,0%
Elizabeth Drive Westbound,09:30,0%
Elizabeth Drive Westbound,09:30,0%
Elizabeth Drive Westbound,09:30,0%
Elizabeth Drive Westbound,09:30,0%
Elizabeth Drive Westbound,09:30,0%
Elizabeth Drive Westbound,09:30,0.0%
Elizabeth Drive Westbound,09:30,0.0%
Elizabeth Drive Westbound,09:30,0.0%
Elizabeth Drive Westbound,09:30,0.0%
Elizabeth Drive Westbound,09:30,0.0%
